CAD Event Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,District/Sector,Census Tract,Longitude,Latitude,Officers at Scene
16000106266,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:22:00,L,200.2003,-122.30458,47.723866,2
16000106259,62,BICYCLE THEFT,THEFT,BIKE,2016-03-27 23:16:00,L,1900.1002,-122.32711,47.697723,3
16000106249,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 23:07:00,W,9800.5003,-122.38805,47.574738,3
16000106151,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:14:00,N,1200.5002,-122.33266,47.708656,3
16000106063,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 23:10:00,K,9300.2013,-122.335396,47.59647,3
16000106303,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:40:00,R,9300.1024,-122.31728,47.592686,2
16000106294,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 23:39:00,J,1701.2015,-122.35533,47.693317,3
16000106292,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:29:00,B,4700.4011,-122.38475,47.66868,1
16000106288,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:37:00,U,4302.2007,-122.301735,47.66358,1
16000106264,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:45:00,U,4000.1035,-122.264305,47.67732,3
16000106251,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 23:44:00,S,11101.4007,-122.28208,47.545288,3
16000106235,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 23:27:00,N,1300.201,-122.34603,47.70433,3
16000106167,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 23:25:00,F,11402.2003,-122.35714,47.52103,4
16000106126,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 23:36:00,H,11300.2012,-122.355156,47.518276,1
16000106115,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-27 23:33:00,K,9100.2009,-122.32768,47.596657,3
16000106084,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:27:00,H,1200.5013,-122.333275,47.70594,1
16000106316,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 23:50:00,M,8100.2013,-122.33779,47.60975,1
16000106306,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 23:54:00,E,7401.1005,-122.32532,47.623714,3
16000106317,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 23:51:00,K,9200.2028,-122.33081,47.600464,2
16000106274,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 00:07:00,Q,6900.2029,-122.36441,47.632328,2
16000106257,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 00:10:00,W,9900.4088,-122.36675,47.56834,1
16000106300,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 00:20:00,H,8600.2017,-122.31941,47.604782,2
16000106305,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 00:27:00,E,7401.4,-122.32308,47.621998,1
16000106260,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 00:25:00,Q,5802.3011,-122.38672,47.640068,0
16000106243,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 00:32:00,H,7100.201,-122.35803,47.622696,2
16000106240,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 00:30:00,Q,5802.3,-122.38197,47.646584,2
16000106285,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 00:37:00,C,7700.3001,-122.297455,47.617054,2
16000106247,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 00:42:00,Q,6700.3012,-122.34754,47.630165,2
16000106340,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 00:45:00,M,8100.3011,-122.34288,47.609814,2
16000106334,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 00:47:00,W,10600.6007,-122.387115,47.549397,0
16000106332,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 00:54:00,S,10401.3006,-122.29688,47.54833,3
16000106338,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 00:55:00,G,9000.2023,-122.30831,47.599243,4
16000106321,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-28 00:54:00,M,7300.3023,-122.33617,47.616055,0
16000106290,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,2016-03-28 00:55:00,M,7200.1067,-122.3409,47.612396,2
16000106289,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 00:55:00,H,8002.1001,-122.3424,47.612118,0
16000106342,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 01:04:00,D,8001.2009,-122.34566,47.61404,4
16000106256,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-28 01:03:00,R,10402.2011,-122.30614,47.555344,2
16000106183,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 01:00:00,U,4400.4006,-122.31523,47.66568,1
16000106353,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 01:20:00,W,9600.5014,-122.386795,47.59515,3
16000106352,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 01:19:00,S,10401.3005,-122.29688,47.54924,2
16000106346,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 01:19:00,O,9300.3071,-122.3291,47.57155,3
16000106325,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 01:17:00,L,700.1004,-122.29792,47.718376,4
16000106359,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 01:27:00,K,9200.2028,-122.33081,47.600464,1
16000106355,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 01:28:00,H,9100.1001,-122.317825,47.601696,1
16000106351,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 01:31:00,O,10900.2087,-122.31651,47.548866,3
16000106345,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 01:29:00,U,4400.4002,-122.3152,47.667503,0
16000106309,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-28 01:20:00,H,11402.2001,-122.3578,47.52195,2
16000106299,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 01:29:00,M,8100.3001,-122.33946,47.609055,1
16000106336,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-28 01:46:00,D,7300.1013,-122.329155,47.62255,1
16000106307,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-28 01:43:00,D,6100.4005,-122.32589,47.64088,1
16000106374,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 02:00:00,K,9200.2028,-122.33081,47.600464,3
16000106369,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 01:59:00,U,5302.3013,-122.306526,47.661255,1
16000106366,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 02:03:00,E,7402.3004,-122.32594,47.618114,3
16000106365,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 01:56:00,S,11800.401,-122.26926,47.51992,1
16000106267,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 01:51:00,M,8002.1002,-122.340454,47.610962,3
16000106387,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 02:26:00,D,7200.106,-122.337875,47.615887,3
16000106384,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 02:32:00,E,7400.7005,-122.326584,47.621407,3
16000106380,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 02:34:00,E,7402.2004,-122.325554,47.61704,3
16000106379,350,HAZARDS,HAZARDS,HAZARDS,2016-03-28 02:17:00,G,8600.1017,-122.31678,47.6062,1
16000106371,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 02:33:00,D,7300.3013,-122.33506,47.61968,1
16000106370,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 02:17:00,U,5301.2004,-122.31581,47.66311,1
16000106368,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 02:22:00,C,7900.4,-122.309494,47.615864,1
16000106362,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,2016-03-28 02:14:00,H,9500.4021,-122.29248,47.57475,1
16000106361,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 02:30:00,E,8200.2008,-122.327034,47.60805,2
16000106341,183,"NARCOTICS FOUND, RECOVERED",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-28 02:28:00,L,2000.1011,-122.306175,47.693935,2
16000106319,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-28 02:24:00,W,9701.4007,-122.40951,47.57075,1
16000106253,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,2016-03-28 02:07:00,D,6100.4005,-122.32589,47.64088,1
16000106386,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,2016-03-28 02:38:00,R,9500.4021,-122.29248,47.57475,3
16000106396,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 02:54:00,E,7401.3009,-122.32658,47.620827,3
16000106390,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 02:47:00,W,9300.3138,-122.34951,47.571014,2
16000106388,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 02:41:00,E,8400.1002,-122.323944,47.615227,1
16000106400,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 03:01:00,H,7000.3021,-122.3554,47.625015,3
16000106395,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 02:50:00,Q,7100.2001,-122.347595,47.621437,2
16000106391,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-28 02:52:00,D,8001.101,-122.34921,47.61497,1
16000106297,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 03:03:00,G,9000.1013,-122.302216,47.593803,0
16000106236,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-28 02:52:00,M,8100.2004,-122.33835,47.609516,2
16000106367,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 03:07:00,Q,7200.1079,-122.34961,47.619164,1
16000106272,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-28 03:09:00,S,11800.4006,-122.26999,47.523308,1
16000106378,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 03:12:00,E,7500.4016,-122.32076,47.61296,2
16000106287,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-28 03:16:00,L,1900.1008,-122.32463,47.70231,1
16000106402,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-28 03:21:00,E,7500.4016,-122.31945,47.614082,2
16000106401,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 03:29:00,C,7700.4,-122.29987,47.620586,2
16000106398,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 03:21:00,D,6600.2009,-122.3259,47.63751,4
16000105974,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 17:34:00,G,9100.1012,-122.31723,47.59834,1
16000106397,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 03:33:00,D,7300.2014,-122.33337,47.61733,1
16000106409,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 03:55:00,L,2000.201,-122.31624,47.698555,1
16000106363,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 03:48:00,R,9500.4007,-122.293,47.578342,3
16000106425,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 03:59:00,E,7402.1009,-122.32286,47.61873,1
16000106422,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 04:08:00,Q,5802.2,-122.37627,47.645664,1
16000106418,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 04:11:00,O,10900.2096,-122.3201,47.54572,1
16000106417,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 04:02:00,H,4400.1024,-122.30898,47.6702,2
16000106433,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 04:25:00,Q,5802.201,-122.372086,47.629436,2
16000106408,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 04:21:00,M,8100.3008,-122.34063,47.608723,2
16000106430,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 04:26:00,H,11300.3007,-122.35512,47.52195,1
16000106419,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 04:21:00,M,8100.3008,-122.34063,47.608723,4
16000106364,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,2016-03-28 04:32:00,Q,6700.4034,-122.34423,47.630585,1
16000106354,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 04:30:00,J,2800.1,-122.345856,47.686943,0
16000106423,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 04:33:00,L,200.6022,-122.30458,47.725674,1
16000106404,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 04:41:00,J,3600.3018,-122.33222,47.67291,2
16000106116,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-28 04:34:00,U,2600.2011,-122.309875,47.680325,4
16000106439,350,HAZARDS,HAZARDS,HAZARDS,2016-03-28 04:45:00,S,11900.3001,-122.25875,47.509697,1
16000106394,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 04:49:00,E,8400.1004,-122.32446,47.61409,3
16000106331,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 05:02:00,N,401.1007,-122.34506,47.731037,0
16000106323,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 05:05:00,J,1500.2005,-122.40045,47.696804,1
16000106445,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 05:01:00,E,7500.5009,-122.319466,47.615242,0
16000106420,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 05:00:00,N,1600.101,-122.376755,47.70428,0
16000106414,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-28 05:05:00,U,4400.4009,-122.31307,47.664898,2
16000106460,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-28 05:21:00,K,9200.2028,-122.33081,47.600464,2
16000106457,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 05:16:00,R,10300.5002,-122.28649,47.56011,4
16000106449,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 05:23:00,K,8100.2043,-122.331085,47.602413,4
16000106447,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 05:11:00,H,6700.3016,-122.34495,47.630997,1
16000106462,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 05:30:00,R,9500.2063,-122.3022,47.583656,0
16000106446,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 05:21:00,W,9900.4065,-122.366,47.571373,0
16000106376,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 05:24:00,M,8100.2013,-122.33779,47.60975,0
16000106377,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 05:34:00,B,4700.2046,-122.376335,47.662205,4
16000106469,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 05:49:00,L,200.4,-122.31003,47.732094,4
16000106464,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 05:51:00,F,11300.3013,-122.346725,47.521893,1
16000106474,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 06:03:00,E,8200.2008,-122.32792,47.608177,1
16000106472,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 06:03:00,K,8100.2046,-122.32919,47.60204,3
16000106470,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 05:59:00,R,10001.1002,-122.29916,47.579674,3
16000106467,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 05:55:00,U,5301.2009,-122.31312,47.66218,1
16000106465,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 05:58:00,U,4400.2003,-122.31651,47.67498,2
16000106463,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 05:58:00,K,9200.2006,-122.33418,47.601303,2
16000106459,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 05:51:00,H,600.6002,-122.31681,47.718193,2
16000106477,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 06:13:00,W,9701.3017,-122.413284,47.578354,3
16000106407,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 06:04:00,M,8100.2015,-122.33835,47.609516,1
16000106479,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 06:22:00,R,10300.5013,-122.282135,47.554707,2
16000106431,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-28 06:24:00,H,8100.2007,-122.33926,47.61051,1
16000106494,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-28 06:40:00,Q,5801.1004,-122.3833,47.65124,1
16000106485,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 06:39:00,O,9300.301,-122.321396,47.585064,1
16000106482,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 06:32:00,N,1400.301,-122.36405,47.700718,2
16000106451,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 06:34:00,B,4700.4004,-122.38474,47.670547,1
16000106440,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 06:36:00,Q,5600.5009,-122.39899,47.639126,1
16000106501,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 06:58:00,U,2100.1025,-122.2907,47.690563,4
16000106495,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 06:59:00,F,11300.1,-122.339005,47.53604,1
16000106493,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 07:05:00,B,4700.4016,-122.38267,47.66596,1
16000106468,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-28 06:55:00,Q,5700.3007,-122.39296,47.642754,1
16000106450,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 07:01:00,Q,6700.4033,-122.344955,47.631855,2
16000106382,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 06:57:00,D,7200.3006,-122.34711,47.61724,1
16000106490,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 07:03:00,E,7402.3006,-122.326744,47.618114,1
16000106532,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 07:28:00,M,8200.1006,-122.33381,47.612103,2
16000106513,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 07:22:00,H,5802.1006,-122.389725,47.647175,1
16000106508,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 07:21:00,W,10600.302,-122.387276,47.53992,4
16000106507,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-28 07:29:00,M,8200.1006,-122.33381,47.612103,2
16000106456,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-28 07:25:00,U,5301.2005,-122.31741,47.66403,3
16000106436,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-28 07:25:00,E,8400.1006,-122.32211,47.614063,0
16000106537,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-28 07:42:00,H,11300.2001,-122.34288,47.518204,1
16000106534,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 07:38:00,M,8100.3,-122.3409,47.61062,2
16000106526,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-28 07:44:00,H,8100.2007,-122.33835,47.609516,1
16000106521,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 07:32:00,M,8200.1002,-122.334816,47.61237,3
16000106516,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 07:39:00,D,7200.1056,-122.34198,47.614216,2
16000106486,161,TRESPASS,TRESPASS,TRESPASS,2016-03-28 07:43:00,G,8600.1019,-122.313515,47.60619,3
16000106540,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-28 07:58:00,B,5400.2029,-122.33636,47.647568,1
16000106504,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-28 07:53:00,E,7500.3011,-122.31695,47.6211,2
16000106324,30,ARMED ROBBERY,GUN CALLS,ROBBERY,2016-03-28 06:15:00,B,3200.2005,-122.38759,47.673466,2
16000106555,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:07:00,J,2900.1001,-122.36065,47.689835,3
16000106552,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-28 08:00:00,U,2600.2018,-122.31747,47.681892,0
16000106543,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-28 08:11:00,J,2900.1009,-122.36065,47.688385,3
